epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,3984.56,1.01705,0.78946,1.24954,0.79005,0.66596,0.75908,0.43171,1.65438,1.07301,1.82314,0.0064558,0.0064558,0.0064558
181,4007.44,1.01955,0.78424,1.24035,0.68786,0.69932,0.72068,0.44523,1.60598,0.9527,1.77867,0.006436,0.006436,0.006436
182,4030.27,1.00449,0.77093,1.23209,0.64989,0.7487,0.73974,0.47113,1.55537,0.9435,1.72083,0.0064162,0.0064162,0.0064162
183,4053.16,1.01461,0.79135,1.24365,0.69301,0.77429,0.7589,0.4698,1.60035,0.97438,1.77314,0.0063964,0.0063964,0.0063964
184,4076.03,1.02279,0.7686,1.23488,0.71519,0.78471,0.74461,0.44524,1.56111,0.94008,1.73938,0.0063766,0.0063766,0.0063766
185,4099.05,1.01557,0.77675,1.22329,0.68962,0.78529,0.72989,0.44287,1.51359,0.9792,1.69702,0.0063568,0.0063568,0.0063568
186,4121.67,1.01921,0.78132,1.23695,0.71198,0.6674,0.71488,0.43685,1.56449,0.98938,1.76284,0.006337,0.006337,0.006337
187,4143.9,1.01124,0.77322,1.23251,0.66723,0.84201,0.74583,0.43887,1.61121,0.95823,1.78774,0.0063172,0.0063172,0.0063172
188,4166.01,0.99043,0.76446,1.22348,0.75332,0.76647,0.74577,0.45146,1.61644,0.88391,1.85638,0.0062974,0.0062974,0.0062974
189,4188.29,0.99839,0.76817,1.22378,0.78691,0.75303,0.77458,0.46241,1.54097,0.94153,1.73663,0.0062776,0.0062776,0.0062776
190,4210.71,1.01298,0.76681,1.23505,0.72473,0.81786,0.75542,0.43177,1.6474,0.9343,1.85171,0.0062578,0.0062578,0.0062578
191,4233.23,0.9948,0.75657,1.22551,0.7776,0.75715,0.7643,0.48437,1.49961,0.94745,1.71247,0.006238,0.006238,0.006238
192,4255.96,1.00923,0.77932,1.23156,0.66531,0.7851,0.72692,0.46702,1.54217,0.91153,1.74454,0.0062182,0.0062182,0.0062182
193,4278.65,1.00346,0.75767,1.22381,0.75513,0.69964,0.74074,0.43665,1.65283,0.94372,1.86146,0.0061984,0.0061984,0.0061984
194,4301.36,0.99236,0.75894,1.22169,0.69274,0.82784,0.73992,0.44638,1.60906,0.93338,1.76844,0.0061786,0.0061786,0.0061786
195,4324.13,0.98676,0.76455,1.22714,0.72276,0.78406,0.73157,0.46766,1.64811,0.96875,1.82449,0.0061588,0.0061588,0.0061588
196,4346.86,0.98258,0.75064,1.22175,0.77828,0.68779,0.72949,0.46095,1.63004,0.95944,1.84908,0.006139,0.006139,0.006139
197,4369.62,0.9888,0.76155,1.22076,0.77985,0.76618,0.74521,0.43798,1.60311,0.97903,1.81263,0.0061192,0.0061192,0.0061192
198,4392.36,0.98672,0.75036,1.22153,0.74622,0.80631,0.80023,0.47637,1.58029,0.91284,1.79217,0.0060994,0.0060994,0.0060994
199,4414.24,0.97684,0.74123,1.21235,0.69356,0.76952,0.73503,0.44951,1.57805,0.93154,1.73391,0.0060796,0.0060796,0.0060796
200,4437.09,0.98387,0.74498,1.21654,0.83312,0.62286,0.75844,0.43952,1.63157,0.9648,1.82713,0.0060598,0.0060598,0.0060598
201,4460.24,0.9753,0.75279,1.21259,0.74558,0.82151,0.79543,0.48138,1.54784,0.88973,1.74768,0.00604,0.00604,0.00604
202,4483.41,0.97473,0.74679,1.19812,0.70202,0.8115,0.787,0.46591,1.5449,0.98119,1.74056,0.0060202,0.0060202,0.0060202
203,4506.69,0.9683,0.74946,1.21747,0.78842,0.78562,0.76802,0.47481,1.54383,0.91617,1.76981,0.0060004,0.0060004,0.0060004
204,4529.74,0.97388,0.73614,1.20526,0.74686,0.76114,0.77564,0.46174,1.58053,0.94406,1.82152,0.0059806,0.0059806,0.0059806
205,4552.75,0.97623,0.72105,1.20936,0.66308,0.76368,0.71941,0.44574,1.59148,0.97923,1.76396,0.0059608,0.0059608,0.0059608
206,4575.13,0.96594,0.71907,1.19972,0.68518,0.75671,0.71969,0.43888,1.60913,0.97807,1.78243,0.005941,0.005941,0.005941
207,4599.98,0.97024,0.73683,1.20928,0.73463,0.69584,0.7294,0.44269,1.60303,1.00725,1.7827,0.0059212,0.0059212,0.0059212
208,4625.57,0.96877,0.74006,1.20619,0.73097,0.7189,0.73496,0.4439,1.63595,0.9914,1.857,0.0059014,0.0059014,0.0059014
209,4651.42,0.97628,0.73517,1.21654,0.69533,0.80084,0.76601,0.47078,1.59844,0.93825,1.84165,0.0058816,0.0058816,0.0058816
210,4676.1,0.95633,0.72158,1.20184,0.71441,0.75607,0.74427,0.46475,1.58122,0.94627,1.81949,0.0058618,0.0058618,0.0058618
211,4700.62,0.966,0.73565,1.20962,0.73241,0.69286,0.74222,0.44255,1.61324,0.96602,1.82967,0.005842,0.005842,0.005842
212,4725.17,0.95517,0.72669,1.18956,0.71825,0.83414,0.80307,0.47811,1.51658,0.89566,1.73468,0.0058222,0.0058222,0.0058222
213,4747.45,0.95389,0.71526,1.18228,0.75114,0.76302,0.78402,0.48238,1.47155,0.88596,1.66142,0.0058024,0.0058024,0.0058024
214,4770.05,0.95257,0.72074,1.19539,0.81073,0.70478,0.78045,0.48028,1.54397,0.93057,1.75349,0.0057826,0.0057826,0.0057826
215,4792.8,0.95808,0.72095,1.19308,0.67793,0.76301,0.71831,0.44172,1.61119,0.95672,1.82068,0.0057628,0.0057628,0.0057628
216,4815.15,0.9471,0.71099,1.1972,0.71299,0.84538,0.77489,0.45457,1.58982,0.92193,1.78868,0.005743,0.005743,0.005743
217,4837.31,0.95618,0.71869,1.20067,0.71491,0.82755,0.8087,0.47378,1.55208,0.97656,1.75002,0.0057232,0.0057232,0.0057232
218,4860.45,0.946,0.7255,1.19205,0.78142,0.73611,0.78398,0.47045,1.59764,0.92334,1.78131,0.0057034,0.0057034,0.0057034
219,4883.84,0.94491,0.71271,1.19384,0.82099,0.67633,0.75679,0.44367,1.64489,0.98191,1.85427,0.0056836,0.0056836,0.0056836
220,4906.92,0.94528,0.69508,1.18645,0.77609,0.73142,0.75621,0.4536,1.65291,0.9443,1.90549,0.0056638,0.0056638,0.0056638
221,4927.17,0.92784,0.69327,1.18163,0.72558,0.80384,0.77875,0.44893,1.61304,0.88826,1.82604,0.005644,0.005644,0.005644
222,4947.36,0.94197,0.69,1.17974,0.68563,0.79476,0.73386,0.43441,1.69419,0.93208,1.91716,0.0056242,0.0056242,0.0056242
223,4969.44,0.92028,0.68999,1.17244,0.73056,0.67791,0.71046,0.45188,1.61494,0.98679,1.79722,0.0056044,0.0056044,0.0056044
224,4991.85,0.93795,0.69656,1.18143,0.60148,0.77129,0.71477,0.4523,1.55691,0.95584,1.74324,0.0055846,0.0055846,0.0055846
225,5011.44,0.93623,0.70258,1.18604,0.65801,0.83452,0.75498,0.45771,1.58209,0.91439,1.82726,0.0055648,0.0055648,0.0055648
226,5031.09,0.92892,0.69619,1.17275,0.64819,0.82394,0.74392,0.46428,1.56713,0.98401,1.80561,0.005545,0.005545,0.005545
227,5050.73,0.91709,0.69624,1.17615,0.75214,0.73219,0.76945,0.47627,1.61011,0.86772,1.87745,0.0055252,0.0055252,0.0055252
228,5070.39,0.91897,0.69002,1.16951,0.65988,0.78181,0.75608,0.47321,1.57271,0.8824,1.82422,0.0055054,0.0055054,0.0055054
229,5089.92,0.91657,0.68746,1.17488,0.702,0.71273,0.7182,0.44181,1.58814,0.95879,1.833,0.0054856,0.0054856,0.0054856
230,5109.54,0.931,0.69866,1.18299,0.74073,0.70823,0.74122,0.45315,1.64574,0.94989,1.91788,0.0054658,0.0054658,0.0054658
231,5129.19,0.90741,0.68378,1.17474,0.73813,0.77104,0.76535,0.4477,1.6642,0.87622,1.91241,0.005446,0.005446,0.005446
232,5148.81,0.91658,0.68187,1.17066,0.71452,0.80659,0.74575,0.46997,1.55756,0.89277,1.79498,0.0054262,0.0054262,0.0054262
233,5168.36,0.90767,0.67429,1.16452,0.85048,0.75566,0.80248,0.48719,1.52862,0.84719,1.81307,0.0054064,0.0054064,0.0054064
